0.0166937	0.0126418	0.0278768	0.0205835	0.0231767	0.0492707	0.0546191	0.0149109	0.0400324	0.0421394	0.0419773	0.032577	0.0309562	0.0230146	0.0465154	0.0188006	0.0212318	0.00858995	0.03906	0.0314425	0.0372771	0.0649919	0.0748784	0.0411669	0.0184765	0.0789303	0.0128039	0.017342	0.0223663	0.0215559	0.00842788	0.00567261
0.017629	0.0156176	0.028514	0.0293422	0.0291055	0.0424752	0.0420019	0.0159726	0.0332466	0.0314718	0.0421202	0.0331283	0.0336015	0.0215334	0.0440133	0.0182205	0.0225982	0.00887364	0.0380975	0.0415286	0.04354	0.0642451	0.0622338	0.0444865	0.0223616	0.0766682	0.00946522	0.0220066	0.025911	0.0234264	0.0069806	0.00958353
0.021585	0.0129301	0.0230448	0.0240876	0.0253389	0.0421272	0.0513034	0.0158498	0.0375391	0.0470282	0.0343066	0.0262774	0.0273201	0.0331595	0.0502607	0.0210636	0.0280501	0.0167883	0.0406674	0.0316997	0.0380605	0.0564129	0.0632951	0.0396246	0.0258603	0.0650678	0.0182482	0.0162669	0.0250261	0.0217935	0.00750782	0.0124088
0.0197167	0.0142776	0.0288952	0.0192635	0.0138244	0.0422663	0.0645892	0.0181303	0.0420397	0.0469122	0.0416997	0.031728	0.027762	0.0278754	0.0416997	0.0138244	0.0208499	0.00815864	0.0339943	0.0311615	0.0383003	0.0698017	0.0835127	0.0313881	0.0231161	0.0869122	0.0115581	0.0165439	0.0185836	0.0177904	0.00566572	0.00815864
0.0127677	0.0142092	0.0278007	0.0247117	0.0201812	0.0467463	0.0545717	0.0172982	0.0364498	0.0424217	0.0389209	0.0317133	0.0306837	0.0257414	0.0496293	0.0189456	0.0263591	0.00864909	0.0407743	0.0323311	0.0372735	0.0636326	0.0737232	0.0411862	0.0249176	0.0733114	0.00741351	0.0160626	0.023888	0.023682	0.00576606	0.00823723
0.0165824	0.0140556	0.028427	0.0202148	0.01753	0.0420088	0.0476943	0.0137397	0.03506	0.0407454	0.0435881	0.0353759	0.0330069	0.026216	0.0457991	0.0151611	0.0216361	0.010897	0.0374289	0.0289008	0.0454833	0.068067	0.067909	0.0440619	0.0247947	0.0928617	0.0120025	0.0156349	0.0198989	0.0208465	0.0067909	0.00758054
0.0143885	0.0131894	0.0279776	0.0183853	0.0139888	0.0507594	0.067546	0.00959233	0.0379696	0.0407674	0.0427658	0.0379696	0.0371703	0.019984	0.0515588	0.018785	0.0159872	0.00719424	0.0411671	0.0339728	0.0483613	0.067546	0.0763389	0.0371703	0.0139888	0.0907274	0.00759392	0.0151878	0.0207834	0.0147882	0.00239808	0.0039968
0.0160085	0.0108858	0.0260406	0.0138741	0.0155816	0.0469584	0.0638207	0.00960512	0.0456777	0.0422625	0.0420491	0.0397012	0.0275347	0.0221985	0.0488794	0.0136606	0.0160085	0.0106724	0.0397012	0.0283885	0.0431163	0.072572	0.0800427	0.0403415	0.0211313	0.0994664	0.00875133	0.0110993	0.014301	0.0194237	0.00320171	0.00704376
0.013925	0.00854066	0.0232083	0.0246937	0.017824	0.040661	0.0642406	0.013925	0.036205	0.045674	0.0421463	0.0332343	0.0304493	0.0237653	0.0464166	0.0148533	0.0308206	0.00928333	0.0391756	0.036205	0.0376903	0.0748236	0.0848496	0.0408466	0.0165243	0.0776086	0.00835499	0.0113257	0.0202377	0.0220943	0.00482733	0.00557
0.0177358	0.0142549	0.0282612	0.0197248	0.0192276	0.0403613	0.0660534	0.0174872	0.0394497	0.0430963	0.033814	0.0289242	0.029753	0.0270181	0.044008	0.0170728	0.0239516	0.0131775	0.0373778	0.0333168	0.0349743	0.0691198	0.0789823	0.0329852	0.0188961	0.0793967	0.0141721	0.0188961	0.0227084	0.0188961	0.00936516	0.00754185
0.016049	0.0106507	0.0264079	0.0186752	0.0122556	0.0449373	0.0763058	0.0126933	0.0396849	0.0474176	0.0386636	0.0299095	0.0245112	0.018967	0.0452291	0.01459	0.0226145	0.00758681	0.0369128	0.02918	0.033557	0.0802451	0.0983367	0.0323898	0.0192588	0.101255	0.00846221	0.0113802	0.0163408	0.0144441	0.00612781	0.00496061
0.0172431	0.0174413	0.0329997	0.022198	0.018135	0.0371618	0.063522	0.0166485	0.0340898	0.0338916	0.0395402	0.0368645	0.0340898	0.0229908	0.0429095	0.0168467	0.0232881	0.0124864	0.034288	0.0311168	0.0410267	0.0661976	0.0670895	0.0406303	0.0216034	0.0863145	0.0107026	0.0196214	0.020216	0.0207115	0.00971162	0.00842335
0.0179775	0.0110631	0.0294728	0.0202247	0.0158168	0.0423509	0.0704408	0.0152118	0.0417459	0.0454624	0.0398444	0.0321521	0.0272256	0.027312	0.0428695	0.0149525	0.0213483	0.0101124	0.0326707	0.0312878	0.0382022	0.0722558	0.0838375	0.0330164	0.0226448	0.0853933	0.00907519	0.0153846	0.0166811	0.018669	0.00648228	0.0088159
0.0169074	0.0145261	0.029846	0.0180981	0.0162724	0.0413558	0.067471	0.0148436	0.0377838	0.0379425	0.0397682	0.0361962	0.0317511	0.0196857	0.0451659	0.0171456	0.0199238	0.00976345	0.0388157	0.0311954	0.0410383	0.0702492	0.0750913	0.0390538	0.020797	0.0935863	0.00896968	0.0157168	0.0176218	0.0190506	0.00730275	0.00706461
0.0142805	0.017576	0.0322226	0.0205053	0.0157451	0.0465031	0.0670084	0.0150128	0.0388136	0.0388136	0.0402783	0.0366166	0.0314903	0.0186745	0.0424753	0.0161113	0.0186745	0.00695716	0.0333211	0.028561	0.0402783	0.0728671	0.0765287	0.0391798	0.0212376	0.101428	0.00512633	0.0194068	0.0172098	0.0186745	0.00402783	0.00439399
